000385,SALUD,https://www.eluniversal.com.co/salud
000386,SOCIALES,https://www.eluniversal.com.co/sociales
000387,TECNOLOGÍA,https://www.eluniversal.com.co/tecnologia
000388,MONTERÍA,https://www.lapiragua.co/categorias/monteria/
000389,CÓRDOBA,https://www.lapiragua.co/categorias/cordoba/
000390,NACIONAL,https://www.lapiragua.co/categorias/nacional/
000391,JUDICIAL,https://www.lapiragua.co/categorias/judicial/
000392,POLÍTICA,https://www.lapiragua.co/categorias/politica/
000393,DEPORTES,https://www.lapiragua.co/categorias/deportes/
000394,OPINIÓN,https://www.lapiragua.co/categorias/opinion/
000395,LA GARROCHA,https://www.lapiragua.co/categorias/garrocha/
000396,ACTUALIDAD,https://www.lapiragua.co/categorias/actualidad/
000397,INTERNACIONAL,https://www.lapiragua.co/categorias/internacional/
000398,SOACHA,https://periodismopublico.com/seccion/soacha
000399,CUNDINAMARCA,https://periodismopublico.com/seccion/cundinamarca
000400,BOGOTÁ,https://periodismopublico.com/seccion/territorios/bogota
000401,TERRITORIOS,https://periodismopublico.com/seccion/territorios
000402,POLÍTICA,https://periodismopublico.com/seccion/politica
000403,GENTE,https://periodismopublico.com/seccion/gente
000404,DEPORTES,https://periodismopublico.com/seccion/gente/deportes
000405,OPINIÓN,https://periodismopublico.com/seccion/opinion
000406,EDITORIAL,https://periodismopublico.com/seccion/opinion/editorial
000407,NEIVA,https://www.opanoticias.com/Neiva/categoria/13
000408,HUILA,https://www.opanoticias.com/Huila/categoria/15
000409,NACIONAL,https://www.opanoticias.com/Nacional/categoria/14
000410,INTERNACIONAL,https://www.opanoticias.com/Internacional/categoria/12
000411,DEPORTES,https://www.opanoticias.com/Deportes/categoria/7
000412,SALUD,https://www.opanoticias.com/Salud/categoria/18
000413,OPINIÓN,https://www.opanoticias.com/Opinion/categoria/9
000414,CULTURA,https://www.opanoticias.com/Cultura/categoria/2
000415,ECONOMÍA,https://www.opanoticias.com/Economia/categoria/16
000416,FARANDULA,https://www.opanoticias.com/Farandula/categoria/8
000417,NOTICIAS,https://www.opanoticias.com/Noticias/categoria/10
000418,RECOMENDADOS,https://www.opanoticias.com/Recomendados/categoria/11
000419,CIUDAD,https://www.hoydiariodelmagdalena.com.co/archivos/category/ciudad/
000420,REGIONAL,https://www.hoydiariodelmagdalena.com.co/archivos/category/regional/
000421,NACIÓN,https://www.hoydiariodelmagdalena.com.co/archivos/category/nacion/
000422,JUDICIAL,https://www.hoydiariodelmagdalena.com.co/archivos/category/judicial/
000423,SOCIALES,https://www.hoydiariodelmagdalena.com.co/archivos/category/sociales/
000424,DEPORTES,https://www.hoydiariodelmagdalena.com.co/archivos/category/deportes/
000425,MUNDO,https://www.hoydiariodelmagdalena.com.co/archivos/category/internacional/
000426,CLASIFICADOS,https://www.hoydiariodelmagdalena.com.co/clasificadoshdm/
000427,LA SAMARIA,https://www.seguimiento.co/la-samaria
000428,MAGDALENA,https://www.seguimiento.co/magdalena
000429,REGIÓN CARIBE,https://www.seguimiento.co/la-region-caribe
000430,MUNDO,https://www.seguimiento.co/mundo
000431,DEPORTES,https://www.seguimiento.co/deportes
000432,LA HAMACA,https://www.seguimiento.co/la-hamaca
